video_name,f-init,n-frames,video-frames,label-idx
LTmYxVYBa90,0,852,851,Camel ride
LtQTtCplKz0,952,1628,4658,Triple jump
lu7viu9nf6g,420,220,2521,Archery
luDywPbDOEQ,1015,49,3990,Mooping floor
lue8XE3MEe8,236,1896,2131,Kneeling
lUk_dSjmIgM,0,2584,2583,Cleaning sink
lUrHCNqVl-A,458,90,5289,Discus throw
lUw8OA9R4mQ,922,5647,6567,Zumba
lUX1nfb5rx0,787,1908,3388,Cleaning sink
-lV2zo5XsCg,10240,6986,30616,Grooming horse
lvAXZEUE0m8,2238,1107,4576,Bungee jumping
LvbM6zv8XVc,77,1602,5520,Cumbia
lvd2InghJOo,9,1946,1971,Playing racquetball
lVe-7FnfNz8,0,517,516,Using the monkey bar
Lvia-mF_Hnk,355,1058,2282,Welding
LvkqCFRC5Vk,394,1198,3507,Playing lacrosse
lvlVfgZ53NQ,106,1899,2015,Mixing drinks
lVMMPkvnid8,761,717,4737,Playing ten pins
LvRP3c5n3P8,4259,1337,6913,Washing hands
LW5lcM_rKBY,0,302,299,Peeling potatoes
LW8UDBQ1yJc,129,4557,5541,Skateboarding
lWFGSRpuopM,0,4519,4620,Riding bumper cars
LwJFjFdJy5c,24,967,990,Disc dog
LWJzkihZUWA,192,376,1232,Putting on makeup
lwo7fssfLiw,920,593,2013,Using the rowing machine
lwXIgNoLGhM,0,6143,6142,Paintball
lx5Yfoj7Gk8,150,896,1218,Hanging wallpaper
lx83HHNNrlc,8607,112507,131348,Mooping floor
Lx_FcKpTZIw,162,2147,2309,Washing hands
LxLvhGHwca8,0,1760,2013,Powerbocking
lxlXHOHSOlk,489,2333,3101,Sailing
lxMSX0Y0b8I,771,160,6030,Capoeira
LxntXVcMxtc,184,626,950,Doing karate
lxNV7FI-LQQ,426,2866,3654,Camel ride
lXTcGMN9I8g,0,680,890,Slacklining
lxtG6PbeaqY,334,2757,4008,Dodgeball
LxwKUIJdt_4,0,0,2595,Blowing leaves
Ly21QMQ4kGA,26668,2707,37016,Beer pong
Ly70Hwy52WA,1491,227,6085,Ping-pong
lydctNDJZ5o,337,2499,2880,Playing lacrosse
Lyi8-hf1rCw,6478,35135,53204,Triple jump
LyJxXonLzT4,289,1655,2109,Mixing drinks
LYOQ0gVySxE,820,540,1482,Drinking coffee
LYrqEz_vttQ,0,3949,4273,Bathing dog
l-YtPYZ_534,1370,268,3128,Croquet
l_Y_Xns6SpE,6312,11943,54648,Playing pool
LZ1142kuCnI,4,14721,14681,Mooping floor
lz2FMoj9tpo,3127,47234,69146,Discus throw
lZ2X-e33E0A,1234,3173,4707,Plastering
LZ4dINjqX5U,29,1365,1470,Using the pommel horse
lzcVvTHZlQo,0,124,1540,Arm wrestling
M0cKfbLMlSA,450,5718,6286,Doing kickboxing
m0_F34CgAco,4,2663,2932,Baking cookies
M0mLgp8VxpY,722,85,1609,Shuffleboard
M0UsJ31h64U,0,0,6740,Playing water polo
M0ygYlmTHy4,549,5342,6068,Playing water polo
m0ZPQ8q4Qq4,8,342,352,Hopscotch
m12BPEN6Y3s,472,4642,5409,Baking cookies
M1_4oDuh2as,273,501,897,Cleaning windows
M1dEZrQWeRY,301,373,2720,Snowboarding
M1hPI8WvySo,1384,5068,6697,Wrapping presents
M1J3XjExaW4,0,2609,2985,Croquet
m1pNOYN-DoI,99,151,2066,Beer pong
M1SUIrWykRs,73,1471,1746,Surfing
m210FwMsnTQ,145,2612,2896,Using the balance beam
m22TDwfa8go,2684,1726,5506,Mixing drinks
m22vOf2fw1M,711,1677,4169,Trimming branches or hedges
m2DOej6tPNs,0,4952,4948,Doing step aerobics
M2ntILX6VP0,608,1076,6390,Calf roping
M2ntxFBPaug,2145,106,6222,Tennis serve with ball bouncing
M2OoQFcDflU,0,903,900,Playing blackjack
M2pxaQiBbXA,0,79458,79448,Playing water polo
m34BYRanODU,662,2041,2850,Doing step aerobics
m3AbqJNPn-o,0,4071,4069,Getting a piercing
M4db4WfqDoE,1105,2653,4884,Snowboarding
M4DcibAnW_E,212,749,2077,Surfing
m4ef0fCA2WU,367,447,949,Swinging at the playground
_-M4xNBhSEI,974,4658,6373,Dodgeball
m5T_w1mhWgY,575,5782,6355,Waxing skis
m5YvKrjGtPM,0,707,759,Snatch
M6O-QNDUdwU,817,1292,2413,Playing water polo
m6T68amiXjs,3506,2775,7040,Playing field hockey
m6w3Skrc89s,0,808,834,Kneeling
M6xFXdXOzzc,915,3450,6266,Playing badminton
M6yAoJJQvGY,459,123,2725,Doing crunches
m7cHlmcFk9Y,597,4632,5447,Clipping cat claws
M7MDkkGdkas,389,520,1230,Washing hands
M7tUnCF9lU4,10,39346,40468,Fun sliding down
m7vcstRI23E,798,2637,3975,Baking cookies
m7wfcL6YSMY,38,1263,1299,Camel ride
m7XKITsRtVw,1287,111,1992,Drinking coffee
M8aDrPK7D94,14535,29642,82416,Bungee jumping
m8SFyH4vhik,198,2004,2537,Using the balance beam
_m8WprCWHF4,579,74,3199,Walking the dog
m978SIFnHS8,271,5091,5427,Sailing
M9og58TMAm0,464,482,3559,Doing step aerobics
M9uQCTr2-r0,179,4347,4613,Ping-pong
ma0HmFqdFqg,549,2141,3216,Cleaning windows
mAfp5ABlKyM,0,0,1062,Ping-pong
makIgB4X3q8,1767,417,4532,Brushing teeth
Marb8CMxPV0,0,974,4397,Disc dog
MAUZbZnbM_Y,1181,165,1769,Hand car wash
mAWuiYWXmb8,0,497,564,Using the rowing machine
MAXfslyf7Dw,3077,546,4609,Sumo
maXU1lGguxs,259,1216,2128,Playing violin
MAZlsi4Bon8,10,10584,10632,Hitting a pinata
mB0MeZjjCmU,451,986,5357,Making a cake
mb1LoOTM_NI,0,1696,1800,Arm wrestling
mb5CLhyHMvU,0,4083,4081,Skiing
mB90PudOrnU,0,649,655,Bathing dog
mBAlD4A8swo,0,332,337,Spinning
MbCAiWBhAjo,341,3309,4055,Making a lemonade
MbCIH5bay4Q,247,698,942,High jump
MbEoZXWVc-I,411,101,3436,Beer pong
mbGDPga031E,95,2107,2326,Shuffleboard
mBHsAuDJmj4,20359,60254,176379,Welding
mbmMY04yMUA,504,3541,4044,Washing dishes
MBouLt-hXDU,1525,1095,5852,Making a cake
M-bUoaIqtDk,231,29142,29649,Windsurfing
mBZAFJ-Q6Mw,1752,255,5639,Breakdancing
mc-1msYF8Xo,720,2222,3428,Making a sandwich
mc5XVTo5PVk,51,278,481,Using uneven bars
mCdKLZGnKxk,1116,681,1800,Fixing the roof
mcDVNexy6Ps,101,419,999,Decorating the Christmas tree
MCnvxOLnbsg,58,1199,1284,Hand car wash
mcS9LX_P4BA,1486,1784,4773,Carving jack-o-lanterns
MCsGSMze_6Q,2335,1803,5159,Playing piano
M_CU9guT3C0,912,1744,2941,Washing dishes
Mcutz37Bowg,59,1529,1727,Wrapping presents
McwVhHxdr5g,0,674,729,Rollerblading
MDdCBN1o2sE,5,1130,1285,Kite flying
mDqiAEB4Ads,1745,668,5581,Laying tile
MduMjuxuIac,18,2644,2711,Cheerleading
mdv8UW_871g,0,3410,3695,Wakeboarding
mdwbRGlPn3A,50,631,729,Powerbocking
mdXSm8Yr6aU,200,114641,120054,Swinging at the playground
Me3ykrZobJE,236,2743,3225,Wrapping presents
meAHw06Mh-Y,513,3017,3530,Laying tile
MEbEcvzdytY,3008,170,5213,Elliptical trainer
mEEovBtzwHc,0,3535,4357,Decorating the Christmas tree
MeGHSbUpM-U,0,6880,6879,Sailing
MeHEDK_Y8sE,2536,831,4476,Removing curlers
mEjU4uJZccw,155,1925,2080,Playing congas
memk6ryZCjE,367,4983,5476,Doing karate
meMZuh8iNDs,2123,1161,4277,Braiding hair
MERZe5qdfWc,53,305,3836,Snow tubing
mEsW__Np9Xo,25,868,1621,Playing polo
metrvLaYO1w,1566,22821,27140,Doing karate
MEU83dUao4g,21708,32562,63269,Getting a piercing
MEuGzNPI1pw,577,1116,2384,Using parallel bars
MEwGjGcV_Ik,8873,31181,40124,Shuffleboard
MewROhYmQP0,0,1504,1547,Playing polo
MF3VcmCCgzY,270,5920,6192,Capoeira
MFeI2mRg6Ho,203,744,4822,Hurling
mfENhAPlES8,3,417,471,Putting in contact lenses
MFfJ4V9Dqvg,0,2498,2498,Building sandcastles
MfFM_a26bR8,1267,1952,3232,Horseback riding
mfK2jcMGe1Y,541,635,1247,Brushing hair
Mfk4bUp_ZC0,5,2251,2418,Riding bumper cars
MFlYmFZ7xlo,1,26,251,Mooping floor
mfq5Y7S3BWs,622,2112,3035,Spinning
mFSdzT5gXQs,777,756,6641,Discus throw
MFvdMVCzfB0,1552,3443,5717,Brushing teeth
MFx2omPfM2o,5,2875,3238,Riding bumper cars
--mFXNrRZ5E,109,2777,2931,Doing fencing
Mg3_BN9t9JY,23608,12480,133329,Playing polo
mG8h5rX3OnU,130,1768,1984,Decorating the Christmas tree
Mg8y0rgD16M,1238,2490,4640,Preparing salad
mgEX5A1o2jg,99,3259,3637,Assembling bicycle
MGF7I9aCPPM,278,191,1951,Spinning
mGLCCohSA0A,1246,2500,4076,Laying tile
mgmwdQixDXY,443,3429,4438,Doing nails
mGsenLq9yEU,351,64,5880,Bullfighting
Mgvj2B6MyjI,405,123,528,Springboard diving
Mgy7IRETxSk,0,5283,5281,Drum corps
MHAS5TK2eW0,0,2097,2120,Doing step aerobics
mHbsKzezfFQ,852,3569,5381,Getting a haircut
M_hfBH8xEig,715,1073,1938,Layup drill in basketball
mhHoL-9mY1E,16333,88060,123404,Cleaning shoes
MhO48WnApoM,322,3796,4304,Ice fishing
mhPpeG3LrUk,1364,976,2708,Applying sunscreen
mhqfGS59FG0,303,2000,2383,Playing racquetball
Mh-qSztuLtE,7031,8215,23300,Zumba
mhU_KzxJyr4,757,541,1402,Camel ride
MhWIIdVyWVs,256,2618,3577,Tai chi
mHWQrZW6-0M,800,2454,3716,Canoeing
mI7Hwk_AF-M,0,3600,3600,Playing field hockey
__mIAEE03bE,125,5428,6214,Snowboarding
MIAhrxkYadk,312,101,4661,Getting a haircut
MIE0KbGIXjM,379,2378,3573,Washing hands
mIi5fkvHDAo,385,710,2268,Waterskiing
Mil3AyFfjX4,5,196,207,Shuffleboard
MINjkEBIIkA,30,751,1964,Throwing darts
MinmayCk2Nk,178,861,1156,Using the pommel horse
M-IRMq2DmY0,0,377,375,Shaving legs
MiTIi_QYt2k,1989,1193,3397,Polishing forniture
MiTTWddOuaM,397,593,2501,Table soccer
mi_zRluISrE,563,3744,4946,Laying tile
MjHlAvy2qVY,182,32,3001,Applying sunscreen
M_Jib8gkQpg,174,5496,8647,Springboard diving
MJpfymVwtGc,845,2041,4013,Getting a piercing
mJQS2T-IVWc,10,145997,145991,Fixing the roof
mJZj3znhBas,10,250,2199,Playing field hockey
MJZjSHG6tBY,1241,3714,5599,Drinking beer
Mk9n7isIyBs,186,3194,3406,Baton twirling
Mkljhl3D9-Q,1660,196,3700,Preparing pasta
MKLoBzvca30,879,2460,4237,Futsal
MkL-tApJgXc,395,219,2010,Drinking coffee
MKLwNTbEK4E,306,1127,3224,Playing blackjack
MKmrqcoCZ-M,556,784,1684,Doing crunches
MkouTZhtvEI,324,900,1437,Archery
mL7Ipu-HJ5M,532,3102,3710,Preparing pasta
MldEr60j33M,0,22679,25861,Clean and jerk
MleQSQt6Utw,0,5423,5422,Building sandcastles
MleVjHU-wI8,716,5311,6960,Wrapping presents
MLfEz9HPElE,88,116,230,Hopscotch
MlGh0geYhSg,4,1088,1484,Horseback riding
mLijl36SjJU,310,1370,4323,Installing carpet
MlkXsUDCoww,146,920,1536,Cutting the grass
M_LSDRzVN38,3,647,653,Hitting a pinata
MLU2wreEGIg,200,16921,19846,Using the monkey bar
mlUg8iMtew0,40977,29541,203565,Painting
MlxMV7WH9-g,685,1885,3051,Baking cookies
MM5mreexkI8,255,671,1861,Vacuuming floor
mM6F8DppWcQ,466,3037,4162,Rollerblading
Mm6iYEyY9dI,166,141,7006,Hula hoop
Mmdcsw_SEzc,35,959,1033,Building sandcastles
MMnTMB6AmuU,153,2099,4483,Rope skipping
MmYNcmba_Ps,283,254,729,Plataform diving
MN0YWduOEHk,0,7032,7032,Tug of war
mn1ozn0j7D8,675,282,3935,Shaving
mnMmGnnbvSk,1202,2163,4304,Polishing shoes
MNpV9WvVPSA,741,962,1857,Playing violin
mnqSG5o84NE,1745,131541,139833,Doing kickboxing
MNSDK-vCwTM,37939,26780,84167,Gargling mouthwash
mnS-nMZne3I,1,271,274,Springboard diving
MNSzt39_UbE,10,82131,82238,Tug of war
mNTO-xnsaTc,5,879,923,Rafting
mnv-Qz4QDfU,1395,478,2760,Table soccer
MnzVdvbvnMc,20837,30279,52088,Polishing shoes
MO8Dfz2Lp3w,0,3871,3870,Playing beach volleyball
Mo9-1cuMVtQ,716,1339,2380,Futsal
MOBJ_kpzHc0,0,5680,5678,Making a lemonade
modITAJlP_0,124,690,2095,Elliptical trainer
MOH9q_3Z9zg,2070,1361,4640,Getting a haircut
moMisK3nGuY,31,1803,2562,Grooming horse
MOOeHWuuxlo,216,1069,1489,Elliptical trainer
MoPg7NqyhLI,163,101,2094,Archery
mo_PhyaQHh0,222,1555,1782,Installing carpet
M_OPqcaCDYI,1463,3070,4760,Rafting
moqRG7uwZ4Q,662,1891,3110,Blowing leaves
mOrhfrmmxAQ,5,257,1018,Waterskiing
mouMMOraPyw,181,4699,5277,Kayaking
mOVPZhGyUrs,114,1300,2033,Ping-pong
MoVZoCmkdjY,0,3647,3839,Mixing drinks
mpj1rR1wXKU,4644,244,4893,Playing ten pins
MPolPBO-K-Y,79,3894,4260,Playing guitarra
M-PQajs86Bo,5,1410,1462,Swinging at the playground
mPtCJg-j4SM,0,4285,4594,Using the rowing machine
MQ7k1wig4jk,5,472,481,Table soccer
mQ9e5RyHE_k,290,380,2809,Playing ten pins
mQCFphhDFw8,398,2592,3362,Fixing bicycle
mQoYAZ2BLDM,1521,336,2040,Arm wrestling
MqQ9mgUb664,305,2156,3426,Preparing salad
mqUJEX9qk8E,0,169,3284,Horseback riding
mRe2xY_amWw,11550,6479,180611,Tumbling
MRpg1K7YWSE,202,355,960,Throwing darts
mrqSaH_FIcs,742,3831,6967,Trimming branches or hedges
mrT7FqQ0lCs,29369,80773,136594,Breakdancing
MRt7pz2OY5M,2948,37296,45022,Hand car wash
mS7SAG1nW1o,1360,346,1834,Grooming horse
m_sBF4vLRRc,397,318,2292,Zumba
MsBqlgdzeag,4,1334,1344,Chopping wood
MSfIKwQhLFk,287,2811,3105,Swimming
msGQHfIRLhE,0,987,2529,Doing karate
MSiXlMKPGKs,1086,383,5849,Curling
MSjSXzk2k50,361,27,3513,Mooping floor
mSPUMHD4F-E,166,840,5080,Installing carpet
m_ST2LDe5lA,73,379,509,Scuba diving
mt3G8TrI-uY,861,3554,4599,Doing nails
MTC0fs4QyEY,595,5592,6749,Tai chi
mTDRTiTnsjQ,6,1003,1014,Blowing leaves
mtF0AFNSFnI,3731,132465,149445,Playing accordion
mTlReluteEQ,250,466,2673,Hammer throw
mTmcz5NWNQA,5,1547,5531,BMX
mtQUYdj2Ecg,10010,1435,23645,Clean and jerk
mTsEJFP3W1A,62707,118019,206132,Assembling bicycle
mTtBz5d83C4,4,257,510,Snow tubing
mU3ujj4Z7lE,116,266,1688,Shoveling snow
Mu8-AwcMqaw,1313,1826,4382,Braiding hair
MuOkEmd4Gp0,5,3209,5582,BMX
_mupI51ie9A,3,1044,1050,Playing racquetball
Mv2L6HxB2dk,6,984,996,Rollerblading
MvKhjWRNTvI,996,2523,4979,Paintball
mvl6wff267o,280,294,4498,Running a marathon
Mvl-TR0rDdA,115,1324,1888,Using uneven bars
mvomkmq32vU,237,1664,1968,High jump
mvQxhjjVWOk,15143,158597,176483,Triple jump
MVVhOW7t3u0,730,278,1043,Javelin throw
Mvw0hvMeM-w,1228,3737,5402,BMX
mvWKOkRzfos,149,918,2403,Playing beach volleyball
mW9iDH07j40,1704,74,3184,Ironing clothes
Mw_AIqw6rfM,321,1456,3226,Playing polo
MWdPh6J-YXM,272,3995,5138,Canoeing
mwGs9TeYpM0,371,670,1313,Playing lacrosse
mWj6lO9PZCs,16072,105939,145136,Cutting the grass
MwkRK7A46P4,46156,49662,187587,Futsal
MWn4qozlaMs,231,798,1028,Removing curlers
mwndGBRpOPg,0,162,162,Windsurfing
mWOa-0w0Bls,217,3364,3636,Painting fence
mXb1tduBEj8,188,112,2494,Volleyball
mXbrIyhXbQo,0,935,934,Powerbocking
MXbwIfqSq_Q,1040,212,6799,Tai chi
mxIsgAmJHsM,403,2008,2638,Baton twirling
mXM5FOi_OoM,15680,1788,40973,Cutting the grass
MXN34b2OUjQ,251,417,740,Playing field hockey
Mx-rOsiQTos,854,1623,5392,Blowing leaves
MxYa4WTV8Zs,3558,181185,190086,Decorating the Christmas tree
mxZRW_Xy7ks,198,285,5077,Skiing
MxZtYALqIrE,5,5515,6981,Playing pool
my4UPLGI6w4,584,1576,2292,Blowing leaves
MY6o5ZObFLE,0,2758,2756,Applying sunscreen
_MYAaRrTeMQ,0,150,149,Chopping wood
MyMYuXh8E0Y,2523,543,6713,Gargling mouthwash
MyPQ_e4dGDw,742,5432,6519,Making a lemonade
MyqWp3ipXxA,913,194,6564,Carving jack-o-lanterns
MYRsm8m9mk4,192,985,3529,Tug of war
mYrTrVCYSY0,10,79711,79727,Running a marathon
MYWnPFGvxwQ,0,46137,46079,Mowing the lawn
MYzG-TsW8w8,337,309,1450,Fun sliding down
MZ4yIxM6snw,32,2245,2313,Plastering
_Mz7KEe_mz0,426,4642,5367,Longboarding
MZiBlBhpq-Y,44,900,4906,Playing guitarra
Mzojo2EeWu8,252,264,4041,Beach soccer
MZQmJZ_31O0,668,3225,5365,Hula hoop
MzqovHjEKE4,480,1154,1875,Trimming branches or hedges
Mzt-E6pxuUI,1065,225,2076,Washing dishes
mzxp9dHn0Rs,545,5730,6595,Futsal
mzxz0EQy1pY,517,1081,5872,Kayaking
MzYA5oo-mzk,1212,5064,7001,Hammer throw
mZYqH82delk,155,1071,1604,Kneeling
MZz0OTfvjrY,22692,4785,102378,Arm wrestling
n04N7AuqZsY,1498,248,6936,Playing field hockey
n04zQqQI3wQ,384,696,2039,Snow tubing
n0Az4cLruf4,2544,333,4449,Using the rowing machine
_n0cR3Oshxg,1970,550,6544,Baking cookies
N0DA6RpIf5Y,5,712,1132,Raking leaves
n0meVEbpXak,0,13966,25038,Doing motocross
N0mNYZaCJoQ,6,919,957,Camel ride
n0Th8ZqMeGk,5,64,6438,Snowboarding
n18TxTWnbFI,219,1395,1638,Springboard diving
N1c3C_Npr-E,5,1966,1967,Horseback riding
N1JcXEim40g,166,189,569,Using uneven bars
n1JkJu0VjQk,0,330,330,Doing karate
n-1KBnDiWQU,67,683,756,Kayaking
n1KeC6NXPUA,271,1039,2675,Using the monkey bar
n1LmL6_vxKs,40,470,639,Clean and jerk
n1sWb2K6hBM,981,3386,5011,Grooming horse
N1-TZnH0jy4,0,14736,15129,Having an ice cream
N2fTZV7pnEw,0,5224,5247,Snowboarding
N2nNkWXYAYw,749,3846,6401,Vacuuming floor
n2sTs3k9G-U,339,3598,4001,Assembling bicycle
n33Uv--Lbl4,0,881,927,Brushing teeth
N3rFdrfE3q8,0,837,1032,Fun sliding down
N3UOyPU2t0E,628,344,4920,Beer pong
N3WVKg7Q2io,0,1938,3080,Playing water polo
n3wYcW4mnrs,158,977,1809,River tubing
N3xWCui6fNY,11,1464,1502,Playing accordion
N4wKdmmX0lk,5,1152,1162,Powerbocking
N4Z9eYSu2uM,156,3434,3862,Tug of war
n50dwUENM1E,282,945,1634,Cleaning sink
N5J9Zb07uuQ,889,1334,5280,Hanging wallpaper
n5RVQbgz1Rs,175,1553,6423,Hurling
n637bl2-DDo,1216,397,1828,Spinning
n6A8YtBAJX0,437,1496,5387,Shuffleboard
N6HUPyM5m2o,176,67,259,Snatch
n6k21NjvqXE,876,1008,2357,Rafting
N6vpa6BarX4,0,898,4430,Sailing
N6y3yXiVo24,10,34778,35082,Hitting a pinata
n7dHbqoEiek,262,2869,6737,Trimming branches or hedges
n7ED3zaQqws,204,316,1703,Swimming
N7kI8J6vfL8,10,80749,80731,Fun sliding down
N7ppHQNikv8,0,1986,1985,Building sandcastles
N7z9_g196z0,997,4157,5609,Croquet
N84ci0Imc30,590,1423,2013,Drinking coffee
N88-LuWK_K0,454,2336,3740,Calf roping
n8gFxENOyR0,2912,201,5869,Skateboarding
N8nv95D4-pw,558,1370,1984,Doing step aerobics
N8otQdjR96s,5,322,4564,Playing drums
n913aoCh1IQ,10,25191,78917,Slacklining
N-92_rikI8U,646,2084,3699,Snowboarding
n96adnrNnno,225,23041,144849,Using uneven bars
n9Fqjdwh-L8,446,595,2651,Capoeira
_N9LhaKnZv4,1644,646,2893,Drinking beer
N9LTq3gYmsI,558,452,1064,Snow tubing
n9MONPwq7x0,810,1257,4087,Tennis serve with ball bouncing
n9P4ltD0g2k,1312,4478,6399,Mixing drinks
n9xULD7oYXc,0,1047,1046,Knitting
NA8fCmbHwU8,324,584,2096,Beach soccer
nAkA1HfRwF8,192,659,1058,Capoeira
NAl-SP-92dI,112,6070,6886,Cheerleading
nARkYpOZWyg,0,1435,1434,Blowing leaves
NaTBiY3G3zc,512,1249,5302,Curling
NB4IBjUmrcI,242,7341,26873,Doing kickboxing
NbdAUGbrWrE,0,2171,2223,Brushing hair
NbIxjYWSURI,486,594,6931,High jump
NbmseYFNIlA,8086,34493,49058,Triple jump
_nBOWe_VhXg,709,4689,5545,Painting
NbTlXQLScRo,657,4742,5395,Preparing pasta
Nc71GzZhAHE,767,1275,6388,Skiing
NcEWimHnC54,0,3800,4444,Snowboarding
Ncfysce-svA,346,583,1045,Playing guitarra
n_CMnVD7kCg,8873,116493,145737,Tumbling
ncTkaZcDcTo,5,69,2693,Longboarding
nD4VObLUOuE,150,2555,2751,Hammer throw
nd50oUKdygI,928,329,3838,Sharpening knives
nd5l829R8mw,5,329,390,Drum corps
nDbLtdY66dA,265,1891,2266,Playing saxophone
ndET50Ccnr8,86,4361,4618,Playing water polo
nDG3MsnLE20,24281,8709,60604,Curling
nDggAkf1ulc,177,679,1532,Hopscotch
nDGhaYCgRiI,1074,1792,5290,Slacklining
nDRaXY5ddPs,0,95,1750,Mooping floor
NDvp3JeVWcM,235,658,3768,Using uneven bars
NDWJOqVUGeA,839,1254,3588,Fixing the roof
nE0_PaRBXeA,0,904,904,Using the rowing machine
NE6SEdnVUh4,518,143,2290,Playing flauta
nEAypudaSFs,0,3678,3817,Playing harmonica
nEcOF04KK0g,218,86,896,Polishing shoes
NEthbdTgx-M,0,5937,5936,Snowboarding
NeUIHk1uCgA,708,2085,2985,Using the balance beam
nEv28s46Kvo,66484,9170,226106,Doing fencing
Nf-7lKa387k,38,1102,1907,Smoking hookah
nfBBazBLQFk,0,0,6211,Kite flying
N_FbnDY_2j8,0,451,452,Snow tubing
nfe_V3ei6ag,0,480,479,Playing beach volleyball
nFfMY4CQq50,3501,219,7023,Shaving
n--fgqwuTTI,524,4301,5109,Assembling bicycle
nFhBmNJ9zN0,819,4731,5803,Playing polo
NfjeG6AsoJA,636,546,1376,Fun sliding down
nfTFGY2n_io,447,5160,6834,Making a lemonade
NfTfLk1D-tI,317,5174,5491,Playing congas
NfVL1o5HMEo,457,1078,1996,Using parallel bars
NgBfcoVZ254,323,2686,3342,Longboarding
ngE2y5ExVqw,20492,3415,60813,Hitting a pinata
NGF0rQiDxNk,0,38568,38583,Using uneven bars
nGOEmEDesPI,507,257,5001,Snowboarding
nGsRDNIsc2o,350,394,4016,Spinning
NGvote9Y6gI,0,2356,2345,Playing blackjack
ngwH6Zy5vb8,624,1052,5872,Playing piano
nGYqSqf0yCY,759,3093,4950,Rock-paper-scissors
nh1GBPeyyMo,44,3921,4094,Wrapping presents
nHafujMomWg,206,2364,3000,Peeling potatoes
nHE7u40plD0,0,3508,3636,Playing drums
nHkVfEKklJA,132,1342,1511,Playing drums
nhky9RGjzwc,0,805,803,Arm wrestling
NhM6jEV08s4,5488,4941,13379,Chopping wood
n_hNYA5kWME,15036,66951,192418,Playing rubik cube
Nh-RdjyfGNA,7686,2627,31229,Beach soccer
nHuu6aInr1w,3150,1031,4557,Starting a campfire
nhW0O7NC0GM,1667,391,2071,Kayaking
ni6VySdH0XY,272,1807,2080,Sharpening knives
Ni7Lqloy5Qc,2937,1991,5229,Getting a tattoo
n-i9nC6vxu0,558,1364,2369,Slacklining
n--IF_1qqYA,0,222,243,Mowing the lawn
niHEMszTMBU,975,1555,3018,Starting a campfire
nIIFlJnOXXs,1589,377,3678,Ironing clothes
nIpT_lGpjck,6583,13561,24768,Preparing salad
NiQaDgj8Z10,5,1297,3999,Hula hoop
NI-TZyAxJU0,11,1401,3758,Rafting
Nj_fvFbf56I,423,32088,32888,Hopscotch
NjFxN3xQqeY,0,2043,2169,Mowing the lawn
nJMS8jN3uU4,972,81,1536,Playing kickball
NJQROeaBiVE,236,1894,2654,Kneeling
njsO-Nlwkmg,529,356,1103,Vacuuming floor
NJuf9o45A8U,97,1379,1685,Snowboarding
NK0WynwKc34,0,585,591,Playing congas
Nk4p-ah_PkA,3,941,945,Playing kickball
nK7XMj4gYJs,73,1292,1366,Using parallel bars
Nkcc9kLDQz8,286,4220,4838,Skiing
NkJA_0tErGY,1569,2785,5834,Making a sandwich
NKNgAE07TIQ,1218,3142,5071,Mixing drinks
nKnsvy7-wAI,31206,4630,129119,Rock-paper-scissors
NKQehrewXlM,159,239,3414,Running a marathon
NkvwL_M_lDg,200,155862,158274,Playing congas
NKZzGiS5hv0,1228,132,3158,Sumo
nLddpveoSHE,226,61,2184,Getting a tattoo
nlHN3bO_MOQ,312,3038,3782,Drum corps
NLkJgnrKaKM,0,17925,17842,Smoking hookah
nlkmPF8TBdQ,1214,2497,4362,Preparing pasta
NLTd7qCLT7o,6,2316,4665,Powerbocking
nlXavqvgf6A,3627,632,4503,BMX
nlYl30Dqfc0,4042,466,4757,Cumbia
nm2sHNDN7Lo,0,357,357,Beer pong
NM4nBojCSwQ,654,1268,2246,Ironing clothes
nM_6V_Z6IwI,0,537,1465,Washing face
NMBu3DIn1eg,35345,144855,202318,Polishing forniture
nMK_jVy5ZuI,1152,2282,5497,Long jump
NmmFlMtvE68,315,1086,1870,Grooming dog
nmMs1pWkiAU,189,1305,1650,Doing karate
nMTyJxJIZUs,0,2060,2056,Doing nails
nmUJ2GfVkKY,674,337,4409,Triple jump
nN1u9BVysQs,928,994,3521,Capoeira
Nn4sVR3__DQ,596,527,1171,Fun sliding down
nn-ASL9KZUo,8244,2614,128888,Throwing darts
-NndIs9BaS4,592,69,3192,Rope skipping
NnEUVHhtLZs,1738,1537,4140,Playing harmonica
NNKEE-015ZY,1170,68,2186,Walking the dog
NnLjEbG31ZE,0,1270,1392,River tubing
nn__PD7zCcs,10,41321,41326,Plastering
NNuIaUFYGCE,14462,29900,52116,Plastering
nnUYbsoLNqo,349,4961,5841,Running a marathon
NnW_1eQV9GU,143,539,3496,Bullfighting
nnWJGghixr0,372,159,1136,Throwing darts
nnWON1EzK0o,3678,11319,20121,Calf roping
No2adeap68I,757,1606,3246,Hanging wallpaper
nO2tXrQDD8I,0,813,828,Table soccer
NO5J7RjTTTo,2,416,435,Table soccer
N_o9Qp0FLVY,19962,24565,56059,Shaving legs
no9vPN7D-1s,10,149711,149834,Welding
nobV1wL__iY,14,4715,4729,Paintball
NogC2IkaaAI,0,263,434,Sumo
Nogr8GCIL9k,761,1061,2958,Wakeboarding
NOGtIoZbEVg,74,3819,4081,Playing guitarra
nOJUyDGq_l0,1039,3478,5905,Capoeira
nOm1JLcBD30,433,4638,5351,Riding bumper cars
Nosx28FNB5E,467,491,2186,Playing pool
